name,wins,losses,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,lightweight,welterweight,middleweight,light-heavyweight,wins_to_losses_ratio
Anthony Njokuani,16,12,0.9605263157894737,0.9227034120734908,0.9375,Orthodox,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,0,1,0,0,1.3333333333333333
Elias Silverio,13,3,0.9342105263157895,0.9227034120734908,0.9125,Orthodox,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2,0,1,0,0,4.333333333333333
Pat Barry,8,7,0.7977528089887641,0.3051793741231712,0.8809523809523809,Orthodox,2.72,52.0,3.54,59.0,0.0,0.0,76.0,0.2,0,0,0,0,1.1428571428571428
Jake O'Brien,15,4,0.9615384615384616,1.0,0.9156626506024096,Orthodox,1.31,31.0,1.92,69.0,6.39,54.0,25.0,0.2,0,0,0,1,3.75
James Moontasri,9,5,0.9090909090909091,0.9289242259968677,0.8765432098765432,Switch,2.39,48.0,3.86,40.0,0.0,0.0,79.0,0.2,0,0,1,0,1.8
Rashid Magomedov,20,2,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,0,1,0,0,10.0
Antonio Arroyo,9,5,0.9615384615384616,0.9023550919453704,0.8795180722891566,Orthodox,2.82,66.0,2.02,50.0,1.14,41.0,41.0,0.2,0,0,0,1,1.8
Kiyoshi Tamura,32,13,0.9102564102564102,0.9023550919453704,0.9077178278330714,Southpaw,2.44,53.0,1.44,60.0,0.58,60.0,45.0,0.2,0,0,0,1,2.4615384615384617
Justin Ledet,9,4,0.9743589743589743,1.0,0.963855421686747,Orthodox,3.35,39.0,4.82,49.0,0.23,50.0,42.0,0.2,0,0,0,1,2.25
Josh Parisian,15,7,0.8539325842696629,0.3441463624130329,0.9404761904761904,Orthodox,4.54,48.0,4.81,41.0,0.99,33.0,46.0,0.2,0,0,0,0,2.142857142857143
Vinc Pichel,14,3,0.9210526315789475,0.9227034120734908,0.9,Orthodox,3.56,47.0,2.5,58.0,3.0,54.0,23.0,0.2,0,1,0,0,4.666666666666667
James Te Huna,16,9,0.9487179487179488,0.9023550919453704,0.9036144578313253,Orthodox,4.04,51.0,2.99,62.0,2.75,37.0,58.0,0.2,0,0,0,1,1.7777777777777777
Belal Muhammad,23,3,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,4.55,43.0,3.64,57.0,1.98,35.0,93.0,0.2,0,0,1,0,7.666666666666667
Leonardo Santos,18,7,0.9473684210526316,0.9227034120734908,0.9375,Orthodox,2.82,46.0,3.4,54.0,0.88,25.0,86.0,0.2,0,1,0,0,2.5714285714285716
Travis Browne,18,7,0.8764044943820225,0.3311764537463853,0.9404761904761904,Orthodox,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,0,0,0,0,2.5714285714285716
Cyrille Diabate,19,10,1.0,1.0,0.9759036144578314,Southpaw,4.06,71.0,1.78,60.0,1.17,83.0,53.0,0.2,0,0,0,1,1.9
Abdul Razak Alhassan,12,6,0.8974358974358975,0.9023550919453704,0.8795180722891566,Orthodox,3.37,48.0,3.99,55.0,0.89,38.0,50.0,0.2,0,0,0,1,2.0
Damir Hadzovic,14,7,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,3.36,48.0,3.26,62.0,0.78,55.0,34.0,0.2,0,1,0,0,2.0
Johnny Case,22,6,0.9210526315789475,0.9227034120734908,0.9,Orthodox,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2,0,1,0,0,3.6666666666666665
Cheick Kongo,27,10,0.8539325842696629,0.3116786440289747,0.9761904761904762,Orthodox,3.33,56.0,1.28,54.0,2.3,56.0,52.0,0.2,0,0,0,0,2.7
Brandon Vera,15,7,0.8426966292134831,0.29870873536232717,0.9285714285714285,Orthodox,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2,0,0,0,0,2.142857142857143
Sean Strickland,28,5,0.9358974358974358,0.9023550919453704,0.9156626506024096,Orthodox,5.82,41.0,4.24,63.0,0.92,64.0,84.0,0.2,0,0,0,1,5.6
Patrick Cote,23,11,0.922077922077922,0.9289242259968677,0.9259259259259259,Orthodox,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,0,0,1,0,2.090909090909091
Phil Hawes,12,5,0.923076923076923,0.9023550919453704,0.9277108433734941,Orthodox,5.55,59.0,3.7,55.0,2.28,36.0,100.0,0.2,0,0,0,1,2.4
Jordan Mein,31,12,0.9350649350649349,0.9289242259968677,0.9012345679012345,Orthodox,3.35,44.0,2.55,69.0,1.56,58.0,66.0,0.2,0,0,1,0,2.5833333333333335
Ryan LaFlare,14,3,0.9480519480519479,0.9289242259968677,0.9135802469135802,Southpaw,2.89,40.0,1.86,63.0,2.13,44.0,58.0,0.2,0,0,1,0,4.666666666666667
Mateusz Gamrot,23,2,0.9210526315789475,0.9227034120734908,0.8750000000000001,Southpaw,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2,0,1,0,0,11.5
Da Woon Jung,15,5,0.9743589743589743,1.0,0.9397590361445783,Orthodox,3.49,43.0,3.89,51.0,1.9,50.0,77.0,0.2,0,0,0,1,3.0
Alexander Volkov,37,10,0.8876404494382022,0.3246771838405818,0.9523809523809522,Orthodox,5.1,57.0,3.0,54.0,0.49,63.0,73.0,0.2,0,0,0,0,3.7
Igor Pokrajac,28,13,0.923076923076923,1.0,0.8915662650602411,Orthodox,2.25,45.0,4.26,40.0,0.87,29.0,51.0,0.2,0,0,0,1,2.1538461538461537
Eryk Anders,15,8,0.9358974358974358,0.9023550919453704,0.9036144578313253,Southpaw,3.56,47.0,4.39,50.0,1.54,24.0,79.0,0.1,0,0,0,1,1.875
Sam Stout,20,12,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1,0,1,0,0,1.6666666666666667
Alex Garcia,15,6,0.896103896103896,0.9289242259968677,0.8888888888888888,Orthodox,1.81,31.0,3.03,59.0,3.72,52.0,66.0,0.1,0,0,1,0,2.5
Matthew Semelsberger,11,6,0.9480519480519479,0.9289242259968677,0.9259259259259259,Switch,4.06,43.0,4.36,55.0,1.02,58.0,50.0,0.1,0,0,1,0,1.8333333333333333
Aaron Riley,30,14,0.8947368421052632,0.9227034120734908,0.8625,Southpaw,3.45,34.0,3.78,61.0,1.18,34.0,60.0,0.1,0,1,0,0,2.142857142857143
Mizuto Hirota,18,10,0.8815789473684211,0.9227034120734908,0.8375000000000001,Orthodox,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1,0,1,0,0,1.8
Marcin Tybura,24,8,0.8426966292134831,0.3233601511724454,0.9285714285714285,Orthodox,3.55,48.0,3.35,55.0,1.39,33.0,79.0,0.1,0,0,0,0,3.0
Rustam Khabilov,24,4,0.8947368421052632,0.9227034120734908,0.9125,Orthodox,1.98,34.0,2.16,65.0,3.95,41.0,61.0,0.1,0,1,0,0,6.0
Duane Ludwig,21,14,0.9090909090909091,0.9289242259968677,0.8641975308641976,Orthodox,4.62,44.0,3.05,57.0,0.43,25.0,59.0,0.1,0,0,1,0,1.5
Daniel Rodriguez,17,4,0.9480519480519479,0.9289242259968677,0.9135802469135802,Southpaw,7.3,50.0,5.28,56.0,0.62,50.0,63.0,0.1,0,0,1,0,4.25
Lorenz Larkin,18,6,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,3.53,46.0,2.74,63.0,0.27,42.0,79.0,0.1,0,0,1,0,3.0
Blagoy Ivanov,19,6,0.7977528089887641,0.3246771838405818,0.869047619047619,Southpaw,3.25,40.0,4.2,53.0,0.69,40.0,61.0,0.1,0,0,0,0,3.1666666666666665
Brian Ebersole,51,18,0.9350649350649349,0.9289242259968677,0.9012345679012345,Southpaw,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,0,0,1,0,2.8333333333333335
Patrick Cummins,10,7,0.9487179487179488,1.0,0.9156626506024096,Orthodox,4.26,50.0,3.35,55.0,4.49,41.0,28.0,0.1,0,0,0,1,1.4285714285714286
Israel Adesanya,24,3,0.9743589743589743,0.9023550919453704,0.963855421686747,Switch,3.93,48.0,3.11,56.0,0.05,14.0,77.0,0.1,0,0,0,1,8.0
Uriah Hall,18,11,0.923076923076923,0.9023550919453704,0.9518072289156627,Orthodox,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1,0,0,0,1,1.6363636363636365
Kelvin Gastelum,18,9,0.896103896103896,0.9289242259968677,0.8765432098765432,Southpaw,3.55,41.0,3.23,58.0,0.96,30.0,59.0,0.1,0,0,1,0,2.0
Jamie Mullarkey,17,6,0.9473684210526316,0.9227034120734908,0.925,Orthodox,4.46,47.0,4.41,54.0,2.46,34.0,76.0,0.1,0,1,0,0,2.8333333333333335
Jorge Rivera,20,9,0.9358974358974358,0.9023550919453704,0.8795180722891566,Orthodox,3.16,48.0,2.64,54.0,0.84,50.0,63.0,0.1,0,0,0,1,2.2222222222222223
Volkan Oezdemir,19,7,0.9487179487179488,1.0,0.9036144578313253,Orthodox,4.59,47.0,3.92,55.0,0.57,33.0,80.0,0.1,0,0,0,1,2.7142857142857144
Marc-Andre Barriault,16,6,0.9358974358974358,0.9023550919453704,0.8915662650602411,Orthodox,5.95,47.0,5.22,53.0,0.24,25.0,67.0,0.1,0,0,0,1,2.6666666666666665
Jared Rosholt,14,4,0.8314606741573034,0.3441463624130329,0.8928571428571428,Orthodox,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1,0,0,0,0,3.5
Daniel Omielanczuk,19,8,0.8089887640449438,0.3207833481260916,0.8809523809523809,Southpaw,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1,0,0,0,0,2.375
Thiago Santos,22,11,0.9487179487179488,1.0,0.9156626506024096,Orthodox,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1,0,0,0,1,2.0
Shamil Abdurakhimov,20,8,0.8426966292134831,0.3051793741231712,0.9047619047619047,Orthodox,2.41,44.0,3.02,55.0,1.01,23.0,45.0,0.1,0,0,0,0,2.5
Rafael Cavalcante,12,7,0.9358974358974358,1.0,0.8915662650602411,Orthodox,2.71,53.0,3.62,49.0,0.6,40.0,63.0,0.1,0,0,0,1,1.7142857142857142
Drew Dober,27,12,0.8947368421052632,0.9227034120734908,0.8750000000000001,Southpaw,4.58,40.0,4.46,51.0,0.68,17.0,56.0,0.1,0,1,0,0,2.25
Darren Stewart,12,8,0.923076923076923,1.0,0.8915662650602411,Orthodox,3.05,45.0,3.29,48.0,1.75,45.0,67.0,0.1,0,0,0,1,1.5
Walt Harris,13,10,0.8651685393258427,0.3246771838405818,0.9166666666666666,Southpaw,3.05,39.0,3.33,54.0,0.29,28.0,70.0,0.1,0,0,0,0,1.3
Alexander Yakovlev,24,10,0.986842105263158,0.9227034120734908,0.925,Southpaw,1.74,47.0,2.41,58.0,1.66,35.0,72.0,0.1,0,1,0,0,2.4
Tarec Saffiedine,16,7,0.9090909090909091,0.9289242259968677,0.8641975308641976,Switch,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,0,0,1,0,2.2857142857142856
Shawn Jordan,19,8,0.8089887640449438,0.3376470925072294,0.8928571428571428,Southpaw,2.87,50.0,3.3,47.0,1.97,38.0,76.0,0.1,0,0,0,0,2.375
Devin Clark,14,8,0.923076923076923,1.0,0.9036144578313253,Orthodox,2.99,55.0,2.95,43.0,2.35,33.0,60.0,0.1,0,0,0,1,1.75
Nicolas Dalby,23,4,0.922077922077922,0.9289242259968677,0.9135802469135802,Orthodox,4.03,43.0,3.43,52.0,1.11,30.0,60.0,0.1,0,0,1,0,5.75
David Loiseau,23,11,0.923076923076923,0.9023550919453704,0.9156626506024096,Orthodox,1.59,44.0,3.64,43.0,0.43,42.0,36.0,0.1,0,0,0,1,2.090909090909091
Roy Nelson,22,14,0.8089887640449438,0.3415409282217196,0.869047619047619,Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,0,0,0,0,1.5714285714285714
Conor McGregor,22,6,0.9078947368421052,0.9227034120734908,0.925,Southpaw,5.32,49.0,4.66,54.0,0.67,55.0,66.0,0.1,0,1,0,0,3.6666666666666665
Geoff Neal,15,5,0.922077922077922,0.9289242259968677,0.9259259259259259,Southpaw,5.22,50.0,5.6,58.0,0.51,44.0,87.0,0.1,0,0,1,0,3.0
Khalil Rountree Jr.,13,5,0.9358974358974358,1.0,0.9156626506024096,Southpaw,3.73,38.0,4.16,50.0,0.0,0.0,56.0,0.1,0,0,0,1,2.6
Junior Dos Santos,21,9,0.8539325842696629,0.30907320983766146,0.9166666666666666,Orthodox,4.49,47.0,3.33,56.0,0.3,50.0,81.0,0.1,0,0,0,0,2.3333333333333335
Krzysztof Jotko,24,6,0.9358974358974358,0.9023550919453704,0.9277108433734941,Southpaw,2.98,42.0,2.23,57.0,1.33,39.0,82.0,0.1,0,0,0,1,4.0
Quinton Jackson,37,12,0.9358974358974358,1.0,0.8795180722891566,Orthodox,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1,0,0,0,1,3.0833333333333335
Sam Alvey,33,18,0.9487179487179488,0.9023550919453704,0.9036144578313253,Southpaw,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1,0,0,0,1,1.8333333333333333
Tim Sylvia,31,10,0.898876404494382,0.3441463624130329,0.9523809523809522,Orthodox,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1,0,0,0,0,3.1
Michael Johnson,22,19,0.9210526315789475,0.9227034120734908,0.9125,Southpaw,4.28,39.0,3.91,58.0,0.46,38.0,80.0,0.1,0,1,0,0,1.1578947368421053
Kamaru Usman,20,4,0.9350649350649349,0.9289242259968677,0.9382716049382716,Switch,4.36,52.0,2.74,54.0,2.82,45.0,89.0,0.1,0,0,1,0,5.0
Vladimir Matyushenko,27,8,0.923076923076923,1.0,0.8915662650602411,Orthodox,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1,0,0,0,1,3.375
Jamie Pickett,13,10,0.9487179487179488,0.9023550919453704,0.963855421686747,Orthodox,2.84,48.0,3.92,49.0,1.44,40.0,69.0,0.1,0,0,0,1,1.3
Kristof Midoux,6,10,0.8202247191011235,0.2857101955507201,0.896911663216011,Orthodox,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0,0,0,0,0,0.6
John Gunther,5,1,0.9078947368421052,0.9227034120734908,0.9,Orthodox,1.65,37.0,3.72,46.0,7.08,42.0,0.0,0.0,0,1,0,0,5.0
Tom Tuggle,0,3,0.8314606741573034,0.3246771838405818,0.896911663216011,Orthodox,0.0,0.0,2.14,0.0,32.14,100.0,0.0,0.0,0,0,0,0,0.0
Matt Lee,14,10,0.9342105263157895,0.9227034120734908,0.8944944598337952,Orthodox,0.0,0.0,9.68,21.0,0.0,0.0,0.0,0.0,0,1,0,0,1.4
Chris Barnett,23,8,0.7752808988764045,0.3441463624130329,0.8928571428571428,Orthodox,4.41,48.0,5.87,40.0,0.0,0.0,33.0,0.0,0,0,0,0,2.875
Adam Yandiev,9,1,0.8846153846153846,0.9023550919453704,0.8915662650602411,Orthodox,0.18,8.0,6.14,36.0,0.0,0.0,25.0,0.0,0,0,0,1,9.0
Bahatebole Batebolati,8,1,0.9342105263157895,0.9227034120734908,0.8875000000000001,Southpaw,4.34,47.0,4.62,64.0,2.04,100.0,100.0,0.0,0,1,0,0,8.0
Andre Mussi,11,5,0.8426966292134831,0.31428407822028803,0.896911663216011,Orthodox,0.0,0.0,10.59,35.0,0.0,0.0,0.0,0.0,0,0,0,0,2.2
Al Matavao,8,3,0.8717948717948718,1.0,0.8072289156626506,Orthodox,7.84,46.0,6.7,58.0,0.0,0.0,0.0,0.0,0,0,0,1,2.6666666666666665
Joey Gilbert,2,3,0.9342105263157895,0.9227034120734908,0.8944944598337952,Orthodox,0.61,42.0,4.44,31.0,0.0,0.0,0.0,0.0,0,1,0,0,0.6666666666666666
Chad Laprise,13,4,0.9090909090909091,0.9289242259968677,0.8765432098765432,Orthodox,4.78,42.0,3.59,65.0,1.05,54.0,78.0,0.0,0,0,1,0,3.25
Quillan Salkilld,4,1,0.9473684210526316,0.9227034120734908,0.9500000000000001,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,4.0
Ryan Jimmo,19,5,0.9358974358974358,1.0,0.8795180722891566,Orthodox,3.12,66.0,2.77,46.0,0.45,28.0,87.0,0.0,0,0,0,1,3.8
Larry Cureton,0,2,0.8314606741573034,0.3116786440289747,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Jansey Silva,7,2,0.9487179487179488,0.9023550919453704,0.8072289156626506,Orthodox,0.46,40.0,2.32,33.0,0.0,0.0,0.0,0.0,0,0,0,1,3.5
Brad Tavares,20,9,0.9358974358974358,0.9023550919453704,0.8915662650602411,Orthodox,3.38,43.0,3.03,56.0,0.81,26.0,82.0,0.0,0,0,0,1,2.2222222222222223
Yuhi Sano,0,4,0.7977528089887641,0.315572479743465,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Nick Fiore,6,2,0.9210526315789475,0.9227034120734908,0.9,Orthodox,2.83,46.0,7.93,42.0,2.5,45.0,71.0,0.0,0,1,0,0,3.0
Satoshi Honma,4,6,0.9358974358974358,1.0,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.6666666666666666
Bruno Oliveira,8,2,0.9743589743589743,1.0,0.963855421686747,Orthodox,3.44,33.0,4.92,54.0,0.0,0.0,0.0,0.0,0,0,0,1,4.0
Rolles Gracie,8,4,0.8539325842696629,0.31428407822028803,0.896911663216011,Orthodox,2.3,32.0,3.38,55.0,2.3,10.0,0.0,0.0,0,0,0,0,2.0
Ottman Azaitar,13,2,0.8947368421052632,0.9227034120734908,0.8875000000000001,Switch,5.73,51.0,4.96,48.0,0.0,0.0,100.0,0.0,0,1,0,0,6.5
Mike Campbell,13,4,0.9078947368421052,0.9227034120734908,0.8944944598337952,Southpaw,1.4,26.0,1.4,63.0,5.26,100.0,0.0,0.0,0,1,0,0,3.25
Ray Perales,13,22,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.18,25.0,2.39,32.0,0.0,0.0,33.0,0.0,0,0,1,0,0.5909090909090909
Leon Shahbazyan,7,2,0.9870129870129869,0.9289242259968677,0.9135802469135802,Orthodox,6.33,52.0,8.18,32.0,1.46,50.0,0.0,0.0,0,0,1,0,3.5
Gokhan Saki,1,2,0.923076923076923,1.0,0.8795180722891566,Orthodox,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0,0,0,0,1,0.5
Scott Graham,3,1,0.9743589743589743,0.9023550919453704,0.9077178278330714,Orthodox,0.91,42.0,2.27,28.0,0.0,0.0,0.0,0.0,0,0,0,1,3.0
Enson Inoue,12,8,0.7865168539325843,0.27271165573911305,0.896911663216011,Orthodox,1.7,63.0,1.88,30.0,0.0,0.0,33.0,0.0,0,0,0,0,1.5
Antonio McKee,29,6,0.8947368421052632,0.9227034120734908,0.8944944598337952,Southpaw,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,0,1,0,0,4.833333333333333
Bertrand Amoussou,1,1,0.8717948717948718,0.926766318959028,0.9077178278330714,Orthodox,6.75,39.0,2.01,83.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0
Razak Al-Hassan,13,5,0.9487179487179488,1.0,0.9077178278330714,Orthodox,3.27,39.0,3.14,60.0,0.65,14.0,57.0,0.0,0,0,0,1,2.6
Julian Sanchez,0,1,0.8426966292134831,0.3896126206086982,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Israel Albuquerque,0,3,0.9392728849250589,0.9023550919453704,0.9077178278330714,Orthodox,0.32,13.0,3.34,25.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Helio Dipp,6,3,0.9871794871794872,0.9023550919453704,0.9077178278330714,Orthodox,0.6,25.0,1.8,62.0,0.0,0.0,50.0,0.0,0,0,0,1,2.0
Houston Dorr,1,2,0.8202247191011235,0.27271165573911305,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5
Brandon Jenkins,15,9,0.9473684210526316,0.9227034120734908,0.8875000000000001,Switch,2.93,41.0,8.05,33.0,0.0,0.0,27.0,0.0,0,1,0,0,1.6666666666666667
Dashawn Boatwright,3,1,0.923076923076923,1.0,0.9077178278330714,Orthodox,0.0,0.0,52.5,12.0,0.0,0.0,0.0,0.0,0,0,0,1,3.0
Shane Campbell,14,6,0.9473684210526316,0.9227034120734908,0.8875000000000001,Orthodox,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0,0,1,0,0,2.3333333333333335
Todd Moore,16,7,0.896103896103896,0.9289242259968677,0.8765432098765432,Southpaw,1.83,26.0,2.3,57.0,0.78,14.0,54.0,0.0,0,0,1,0,2.2857142857142856
James Wallace,5,2,0.9210526315789475,0.9227034120734908,0.8625,Orthodox,0.52,28.0,3.41,35.0,0.0,0.0,0.0,0.0,0,1,0,0,2.5
CM Punk,0,1,0.9480519480519479,0.9289242259968677,0.9012345679012345,Orthodox,1.1,23.0,4.87,40.0,0.87,11.0,0.0,0.0,0,0,1,0,0.0
Denis Tiuliulin,10,9,0.9358974358974358,0.9023550919453704,0.9277108433734941,Orthodox,4.5,41.0,6.15,36.0,0.0,0.0,73.0,0.0,0,0,0,1,1.1111111111111112
Austen Lane,12,4,0.8764044943820225,0.31817791393477823,0.9523809523809522,Orthodox,4.48,47.0,2.85,48.0,0.0,0.0,0.0,0.0,0,0,0,0,3.0
Juan Mott,3,4,0.923076923076923,0.926766318959028,0.9077178278330714,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.75
Kevin Aguilar,17,5,0.8815789473684211,0.9227034120734908,0.9125,Orthodox,3.96,40.0,4.81,52.0,0.16,16.0,78.0,0.0,0,1,0,0,3.4
Rashad Evans,19,8,0.923076923076923,1.0,0.9036144578313253,Orthodox,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0,0,0,0,1,2.375
Alberto Uda,12,2,0.9615384615384616,0.9023550919453704,0.9077178278330714,Orthodox,1.79,52.0,3.49,45.0,2.83,50.0,66.0,0.0,0,0,0,1,6.0
Chase Gibson,9,5,0.9210526315789475,0.9227034120734908,0.9,Orthodox,3.13,54.0,6.4,52.0,0.0,0.0,0.0,0.0,0,1,0,0,1.8
Joe Giannetti,6,1,0.9473684210526316,0.9227034120734908,0.925,Southpaw,1.93,38.0,2.8,40.0,1.0,16.0,0.0,0.0,0,1,0,0,6.0
Tedd Williams,7,1,0.8202247191011235,0.35714490222463996,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,7.0
Errol Zimmerman,0,1,0.9615384615384616,0.9023550919453704,0.9077178278330714,Orthodox,2.95,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Kyle Sturgeon,0,1,0.8426966292134831,0.29220946545652365,0.896911663216011,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Jorge Gonzalez,16,4,0.9487179487179488,1.0,0.9156626506024096,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,4.0
Philipe Lins,17,5,0.9487179487179488,1.0,0.9397590361445783,Orthodox,3.59,46.0,3.73,44.0,1.55,35.0,100.0,0.0,0,0,0,1,3.4
Andrei Kopylov,6,11,0.8314606741573034,0.3441463624130329,0.896911663216011,Orthodox,0.33,66.0,4.31,40.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5454545454545454
Merritt Warren,3,3,0.9210526315789475,0.9227034120734908,0.8944944598337952,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1.0
Josh Hendricks,19,11,0.8314606741573034,0.3051793741231712,0.896911663216011,Southpaw,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0,0,0,0,0,1.7272727272727273
Leonardo Silva de Oliveira,12,4,0.9487179487179488,0.9023550919453704,0.9077178278330714,Orthodox,1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0,0,0,0,1,3.0
Takahiro Oba,5,7,0.8717948717948718,0.9755887729863426,0.9077178278330714,Southpaw,0.23,25.0,1.82,69.0,0.0,0.0,0.0,0.0,0,0,0,1,0.7142857142857143
Falaniko Vitale,30,11,0.8974358974358975,0.9023550919453704,0.9077178278330714,Orthodox,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0,0,0,0,1,2.727272727272727
Jim Wallhead,29,11,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0,0,0,1,0,2.6363636363636362
Moise Rimbon,23,11,0.8974358974358975,1.0,0.9077178278330714,Orthodox,0.8,34.0,1.0,71.0,1.0,50.0,37.0,0.0,0,0,0,1,2.090909090909091
John Renken,18,28,0.923076923076923,0.926766318959028,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.6428571428571429
James Llontop,14,2,0.9473684210526316,0.9227034120734908,0.9125,Orthodox,4.93,54.0,1.93,74.0,0.0,0.0,71.0,0.0,0,1,0,0,7.0
Scott Fiedler,0,1,0.8539325842696629,0.3051793741231712,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Kaue Fernandes,8,2,0.9078947368421052,0.9227034120734908,0.9125,Orthodox,1.53,54.0,0.87,59.0,1.0,100.0,62.0,0.0,0,1,0,0,4.0
Andre Walker,1,5,0.9102564102564102,1.0,0.9077178278330714,Southpaw,2.28,31.0,4.36,34.0,0.0,0.0,0.0,0.0,0,0,0,1,0.2
Sheldon Westcott,10,3,0.9480519480519479,0.9289242259968677,0.8765432098765432,Southpaw,2.26,40.0,3.73,37.0,3.23,37.0,14.0,0.0,0,0,1,0,3.3333333333333335
Darko Stosic,13,4,0.923076923076923,1.0,0.9156626506024096,Orthodox,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0,0,0,0,1,3.25
Ednaldo Oliveira,17,3,0.9871794871794872,1.0,0.9077178278330714,Orthodox,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0,0,0,0,1,5.666666666666667
Rudyard Moncayo,0,3,0.8974358974358975,0.9511775459726853,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Gerry Harris,1,4,0.898876404494382,0.35064563231883644,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.25
Masanori Tonooka,1,2,0.8717948717948718,0.9023550919453704,0.9077178278330714,Orthodox,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0,0,0,0,1,0.5
Lodune Sincaid,15,9,0.8846153846153846,0.9023550919453704,0.9077178278330714,Orthodox,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0,0,0,0,1,1.6666666666666667
Gideon Ray,17,15,0.8974358974358975,0.9023550919453704,0.9077178278330714,Southpaw,2.08,40.0,2.58,53.0,1.49,100.0,0.0,0.0,0,0,0,1,1.1333333333333333
