name,wins,losses,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,lightweight,welterweight,middleweight,light-heavyweight,wins_to_losses_ratio
Alessio Sakara,19,11,0.923076923076923,0.9023550919453704,0.8674698795180723,Orthodox,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,0,0,0,1,1.7272727272727273
Joe Vedepo,18,9,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,0,0,0,1,2.0
John Phillips,22,11,0.9102564102564102,0.9023550919453704,0.9036144578313253,Southpaw,1.72,34.0,4.03,49.0,0.0,0.0,7.0,0.0,0,0,0,1,2.0
Remco Pardoel,9,6,0.8426966292134831,0.3376470925072294,0.896911663216011,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.5
Alexandre Ferreira,18,6,0.858974358974359,1.0,0.9077178278330714,Orthodox,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0,0,0,0,1,3.0
Vernon Ramos Ho,3,1,0.857142857142857,0.9289242259968677,0.9077441077441077,Orthodox,4.0,25.0,8.0,55.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0
Angelo Trevino,7,3,0.922077922077922,0.9289242259968677,0.9077441077441077,Switch,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0,0,0,1,0,2.3333333333333335
Ross Ebanez,20,10,0.9583333333333333,1.0,0.9583333333333333,Southpaw,0.74,50.0,0.74,62.0,3.7,100.0,0.0,0.0,1,0,0,0,2.0
Stanislav Nedkov,12,2,0.9102564102564102,1.0,0.855421686746988,Orthodox,3.33,43.0,5.39,43.0,2.77,41.0,0.0,0.0,0,0,0,1,6.0
Mike Breeden,11,6,0.9210526315789475,0.9227034120734908,0.8750000000000001,Orthodox,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,0,1,0,0,1.8333333333333333
Wendell Oliveira Marques,29,10,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,0,0,1,0,2.9
Sai Wang,20,6,0.9350649350649349,0.9289242259968677,0.9077441077441077,Southpaw,3.17,46.0,2.27,53.0,0.0,0.0,77.0,0.0,0,0,1,0,3.3333333333333335
Alen Amedovski,8,4,0.8974358974358975,0.9023550919453704,0.8915662650602411,Orthodox,0.99,30.0,3.85,46.0,0.0,0.0,0.0,0.0,0,0,0,1,2.0
Koji Kitao,1,2,0.8876404494382022,0.4545480573768145,0.896911663216011,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.5
Dalcha Lungiambula,11,6,0.8717948717948718,0.9023550919453704,0.9156626506024096,Orthodox,3.07,45.0,3.93,52.0,2.14,45.0,77.0,0.0,0,0,0,1,1.8333333333333333
Adam Lynn,17,10,0.9210526315789475,0.9227034120734908,0.8944944598337952,Orthodox,1.47,63.0,6.95,10.0,0.0,0.0,50.0,0.0,0,1,0,0,1.7
Chad Vance,7,5,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.4
Igor Zinoviev,4,1,0.9358974358974358,0.9706420045166148,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,4.0
Pawel Pawlak,12,3,0.9350649350649349,0.9289242259968677,0.9012345679012345,Orthodox,1.67,33.0,2.22,53.0,1.0,37.0,70.0,0.0,0,0,1,0,4.0
Mike Aina,14,6,0.9078947368421052,0.9227034120734908,0.8944944598337952,Orthodox,2.87,33.0,6.33,59.0,0.0,0.0,71.0,0.0,0,1,0,0,2.3333333333333335
Artur Oumakhanov,9,6,0.9305555555555556,1.0,0.9305555555555557,Orthodox,1.2,33.0,1.67,82.0,3.0,75.0,33.0,0.0,1,0,0,0,1.5
Darrel Gholar,5,6,0.8717948717948718,0.9463383159479515,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.8333333333333334
Dennis Reed,45,62,0.9392728849250589,1.0,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.7258064516129032
Joaquin Buckley,17,6,0.9090909090909091,0.9289242259968677,0.9382716049382716,Southpaw,3.87,33.0,3.31,57.0,1.51,36.0,65.0,0.0,0,0,1,0,2.8333333333333335
Orlando Wiet,1,5,0.9090909090909091,0.9289242259968677,0.9077441077441077,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.2
Brandon Cash,10,4,0.8651685393258427,0.3311764537463853,0.896911663216011,Orthodox,5.42,72.0,0.68,33.0,10.17,66.0,0.0,0.0,0,0,0,0,2.5
Jamie Yager,8,4,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,3.08,39.0,2.55,63.0,0.0,0.0,66.0,0.0,0,0,0,1,2.0
Ben Alloway,18,8,0.922077922077922,0.9289242259968677,0.9382716049382716,Orthodox,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,0,0,1,0,2.25
Trevor Peek,9,1,0.9078947368421052,0.9227034120734908,0.8750000000000001,Switch,5.09,56.0,4.37,44.0,1.76,50.0,51.0,0.0,0,1,0,0,9.0
Jared Hamman,14,6,0.9615384615384616,0.9023550919453704,0.9036144578313253,Orthodox,5.15,42.0,3.93,55.0,1.57,46.0,30.0,0.0,0,0,0,1,2.3333333333333335
Henry Martinez,9,4,0.8815789473684211,0.9227034120734908,0.8625,Southpaw,2.79,25.0,4.01,60.0,0.0,0.0,80.0,0.0,0,1,0,0,2.25
Jim Mullen,0,2,0.8202247191011235,0.27921092564491656,0.896911663216011,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
Cody Pfister,13,6,0.9210526315789475,0.9227034120734908,0.9125,Orthodox,1.41,25.0,2.8,51.0,2.82,30.0,0.0,0.0,0,1,0,0,2.1666666666666665
Cale Yarbrough,8,3,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,0,0,0,1,2.6666666666666665
Todd Medina,11,9,0.8974358974358975,0.9413915474782236,0.9077178278330714,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.2222222222222223
Yan Pellerin,11,13,0.9102564102564102,1.0,0.9077178278330714,Orthodox,0.59,25.0,0.89,66.0,4.43,100.0,0.0,0.0,0,0,0,1,0.8461538461538461
Jorge Patino,38,19,0.8831168831168831,0.9289242259968677,0.9077441077441077,Orthodox,1.33,30.0,3.14,53.0,0.54,25.0,50.0,0.0,0,0,1,0,2.0
Paul Herrera,1,1,0.8974358974358975,0.9023550919453704,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1.0
Hector Aldana,4,3,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,3.59,38.0,5.08,59.0,0.93,100.0,0.0,0.0,0,0,1,0,1.3333333333333333
Harold Howard,1,3,0.8314606741573034,0.3116786440289747,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3333333333333333
Marcin Prachnio,16,7,0.9615384615384616,1.0,0.8915662650602411,Orthodox,5.39,55.0,3.25,53.0,0.0,0.0,54.0,0.0,0,0,0,1,2.2857142857142856
Dino Pezao,1,3,0.9392728849250589,1.0,0.9077178278330714,Orthodox,0.66,30.0,3.28,31.0,0.0,0.0,0.0,0.0,0,0,0,1,0.3333333333333333
Mairbek Taisumov,27,6,0.9078947368421052,0.9227034120734908,0.9125,Orthodox,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0,0,1,0,0,4.5
Chris Daukaus,12,7,0.9615384615384616,1.0,0.9156626506024096,Orthodox,6.05,50.0,4.64,55.0,0.0,0.0,100.0,0.0,0,0,0,1,1.7142857142857142
Kris McCray,8,5,0.9350649350649349,0.9289242259968677,0.9382716049382716,Orthodox,2.69,45.0,2.57,54.0,2.88,55.0,38.0,0.0,0,0,1,0,1.6
Bruno Lopes,11,1,0.9487179487179488,1.0,0.9036144578313253,Orthodox,5.29,35.0,8.46,53.0,0.0,0.0,0.0,0.0,0,0,0,1,11.0
Yoel Romero,13,5,0.923076923076923,0.9023550919453704,0.8795180722891566,Southpaw,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,0,0,0,1,2.6
Jerrel Venetiaan,4,3,0.9358974358974358,0.9511775459726853,0.9077178278330714,Orthodox,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0,0,0,0,1,1.3333333333333333
Armen Petrosyan,9,2,0.9615384615384616,0.9023550919453704,0.855421686746988,Orthodox,5.97,52.0,3.03,56.0,0.23,33.0,36.0,0.0,0,0,0,1,4.5
David Abbott,10,15,0.8089887640449438,0.3441463624130329,0.896911663216011,Switch,1.35,30.0,3.55,38.0,1.07,33.0,66.0,0.0,0,0,0,0,0.6666666666666666
Charlie Campbell,8,2,0.9473684210526316,0.9227034120734908,0.9,Orthodox,11.03,54.0,5.42,60.0,0.0,0.0,100.0,0.0,0,1,0,0,4.0
Christian Colombo,8,3,0.8651685393258427,0.3441463624130329,0.896911663216011,Orthodox,2.76,44.0,4.02,42.0,0.0,0.0,33.0,0.0,0,0,0,0,2.6666666666666665
Craig Zellner,4,3,0.9487179487179488,1.0,0.9077178278330714,Orthodox,0.61,9.0,4.65,61.0,0.0,0.0,0.0,0.0,0,0,0,1,1.3333333333333333
Sergio Gomez,10,3,0.8684210526315789,0.9227034120734908,0.8944944598337952,Orthodox,1.5,42.0,1.16,56.0,2.57,66.0,31.0,0.0,0,1,0,0,3.3333333333333335
Joey Gomez,7,1,0.9210526315789475,0.9227034120734908,0.8875000000000001,Orthodox,3.73,49.0,3.33,50.0,2.0,28.0,0.0,0.0,0,1,0,0,7.0
Brad Kohler,12,15,0.7752808988764045,0.2857101955507201,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.8
Rashad Coulter,9,4,0.9102564102564102,1.0,0.9156626506024096,Orthodox,4.82,56.0,6.68,50.0,0.0,0.0,62.0,0.0,0,0,0,1,2.25
Zubaira Tukhugov,20,6,0.8947368421052632,0.9227034120734908,0.8500000000000001,Orthodox,3.17,39.0,3.07,63.0,2.13,39.0,100.0,0.0,0,1,0,0,3.3333333333333335
Manuel Torres,14,2,0.9210526315789475,0.9227034120734908,0.9125,Switch,9.66,58.0,3.76,56.0,0.0,0.0,100.0,0.0,0,1,0,0,7.0
Raphael Pessoa,10,2,0.8426966292134831,0.3402525266985427,0.9285714285714285,Orthodox,2.16,26.0,3.43,42.0,0.0,0.0,100.0,0.0,0,0,0,0,5.0
Jason Novelli,11,3,0.9473684210526316,0.9227034120734908,0.8944944598337952,Orthodox,1.73,24.0,3.55,66.0,0.7,33.0,100.0,0.0,0,1,0,0,3.6666666666666665
Lance Gibson,4,5,0.8846153846153846,0.9023550919453704,0.9077178278330714,Orthodox,1.21,75.0,6.44,20.0,0.0,0.0,0.0,0.0,0,0,0,1,0.8
Chris Cope,8,4,0.9350649350649349,0.9289242259968677,0.8888888888888888,Orthodox,3.96,26.0,4.82,50.0,0.0,0.0,80.0,0.0,0,0,1,0,2.0
Viacheslav Borshchev,7,3,0.9342105263157895,0.9227034120734908,0.8625,Orthodox,5.82,58.0,4.07,56.0,0.0,0.0,36.0,0.0,0,1,0,0,2.3333333333333335
Katsuya Inoue,19,9,0.9078947368421052,1.0,0.8944944598337952,Southpaw,3.41,24.0,12.89,51.0,0.0,0.0,66.0,0.0,0,1,0,0,2.111111111111111
Takashi Sato,16,7,0.9090909090909091,0.9289242259968677,0.9012345679012345,Southpaw,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,0,0,1,0,2.2857142857142856
Daichi Abe,6,2,0.922077922077922,0.9289242259968677,0.8765432098765432,Orthodox,3.8,33.0,4.49,56.0,0.33,50.0,0.0,0.0,0,0,1,0,3.0
Aaron Jeffery,10,3,0.9487179487179488,0.9023550919453704,0.8795180722891566,Orthodox,3.1,45.0,4.46,34.0,0.0,0.0,50.0,0.0,0,0,0,1,3.3333333333333335
Charlie Ontiveros,11,9,0.9736842105263158,0.9227034120734908,0.925,Switch,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,0,1,0,0,1.2222222222222223
Rob Yundt,9,5,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,1.37,41.0,2.55,31.0,2.94,100.0,0.0,0.0,0,0,0,1,1.8
Andre Gusmao,6,3,0.923076923076923,1.0,0.9077178278330714,Orthodox,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,0,0,0,1,2.0
Kazuhiro Hamanaka,5,7,0.923076923076923,0.9023550919453704,0.9077178278330714,Southpaw,1.7,37.0,0.91,60.0,0.0,0.0,50.0,0.0,0,0,0,1,0.7142857142857143
Soa Palelei,22,5,0.8539325842696629,0.3441463624130329,0.9642857142857143,Orthodox,2.47,57.0,2.68,48.0,2.2,47.0,66.0,0.0,0,0,0,0,4.4
John Lober,5,9,0.9102564102564102,0.9706420045166148,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.5555555555555556
Kyosuke Sasaki,3,7,0.8701298701298701,1.0,0.9077441077441077,Southpaw,0.33,45.0,0.93,46.0,0.0,0.0,0.0,0.0,0,0,1,0,0.42857142857142855
Li Jingliang,19,8,0.9350649350649349,0.9289242259968677,0.8765432098765432,Orthodox,4.46,42.0,3.84,57.0,1.25,41.0,60.0,0.0,0,0,1,0,2.375
Orion Cosce,8,2,0.922077922077922,0.9289242259968677,0.8765432098765432,Switch,2.77,53.0,4.02,44.0,1.92,40.0,61.0,0.0,0,0,1,0,4.0
Josh Copeland,12,4,0.8202247191011235,0.3441463624130329,0.896911663216011,Orthodox,1.03,31.0,3.01,55.0,0.0,0.0,57.0,0.0,0,0,0,0,3.0
Shannon Ritch,56,83,0.8846153846153846,0.926766318959028,0.9077178278330714,Orthodox,1.0,100.0,6.0,50.0,0.0,0.0,0.0,0.0,0,0,0,1,0.6746987951807228
Katsuhiko Nagata,6,7,0.9305555555555556,1.0,0.9305555555555557,Southpaw,1.05,19.0,1.5,63.0,0.98,28.0,28.0,0.0,1,0,0,0,0.8571428571428571
Saparbeg Safarov,9,3,0.9358974358974358,0.9023550919453704,0.9397590361445783,Orthodox,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,0,0,0,1,3.0
George Allen,13,19,0.9487179487179488,1.0,0.9077178278330714,Open Stance,0.8,38.0,3.1,43.0,0.0,0.0,50.0,0.0,0,0,0,1,0.6842105263157895
Gabriel Checco,10,2,0.9358974358974358,0.9023550919453704,0.9077178278330714,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,5.0
Aleksei Kunchenko,20,2,0.8831168831168831,0.9289242259968677,0.8641975308641976,Orthodox,3.67,44.0,2.83,63.0,0.25,33.0,80.0,0.0,0,0,1,0,10.0
James Terry,19,9,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,3.23,32.0,4.77,64.0,3.31,36.0,75.0,0.0,0,0,1,0,2.111111111111111
Marcos Brigagao,11,1,0.9615384615384616,1.0,0.9156626506024096,Southpaw,3.07,43.0,3.27,25.0,0.0,0.0,36.0,0.0,0,0,0,1,11.0
Neil Wain,13,4,0.7865168539325843,0.31428407822028803,0.896911663216011,Orthodox,2.64,50.0,8.57,43.0,0.0,0.0,50.0,0.0,0,0,0,0,3.25
Mike van Arsdale,8,5,0.9487179487179488,1.0,0.9077178278330714,Switch,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0,0,0,0,1,1.6
Joey Beltran,17,14,0.9358974358974358,0.9023550919453704,0.9036144578313253,Orthodox,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,0,0,0,1,1.2142857142857142
Shane Carwin,12,2,0.8314606741573034,0.3441463624130329,0.9523809523809522,Orthodox,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,0,0,0,0,6.0
Kazuki Tokudome,18,7,0.9342105263157895,0.9227034120734908,0.9125,Southpaw,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,0,1,0,0,2.5714285714285716
Justin Wren,13,2,0.8314606741573034,0.3441463624130329,0.896911663216011,Orthodox,3.43,35.0,2.07,64.0,0.0,0.0,100.0,0.0,0,0,0,0,6.5
Edson Gomez,6,2,0.8831168831168831,0.9289242259968677,0.8518518518518517,Switch,2.66,32.0,8.78,45.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0
Mason Jones,11,2,0.9210526315789475,0.9227034120734908,0.925,Orthodox,5.61,44.0,4.94,46.0,3.16,45.0,80.0,0.0,0,1,0,0,5.5
Bojan Mihajlovic,10,6,0.9102564102564102,1.0,0.8795180722891566,Orthodox,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,0,0,0,1,1.6666666666666667
Christophe Leninger,3,4,0.923076923076923,0.9755887729863426,0.9077178278330714,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.75
Cory Walmsley,8,2,0.923076923076923,1.0,0.9077178278330714,Orthodox,0.79,100.0,1.18,50.0,0.0,0.0,0.0,0.0,0,0,0,1,4.0
Tyler Hill,8,2,0.974025974025974,0.9289242259968677,0.9077441077441077,Switch,3.64,39.0,5.33,47.0,0.0,0.0,0.0,0.0,0,0,1,0,4.0
Jean Francois Lenogue,16,17,0.923076923076923,0.9023550919453704,0.9077178278330714,Orthodox,1.13,34.0,0.27,60.0,0.0,0.0,33.0,0.0,0,0,0,1,0.9411764705882353
Steve Steinbeiss,9,4,0.9615384615384616,0.9023550919453704,0.9036144578313253,Orthodox,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0,0,0,0,1,2.25
James Bochnovic,8,3,0.9743589743589743,1.0,0.9759036144578314,Orthodox,0.65,26.0,3.64,21.0,0.0,0.0,0.0,0.0,0,0,0,1,2.6666666666666665
Carlos Barreto,14,9,0.8539325842696629,0.29870873536232717,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.5555555555555556
Joe Veres,4,3,0.8815789473684211,0.9227034120734908,0.8944944598337952,Orthodox,0.0,0.0,5.55,27.0,0.0,0.0,0.0,0.0,0,1,0,0,1.3333333333333333
Paul Daley,39,15,0.896103896103896,0.9289242259968677,0.9382716049382716,Orthodox,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,0,0,1,0,2.6
Curtis Blaydes,17,4,0.8539325842696629,0.3441463624130329,0.9523809523809522,Orthodox,3.56,49.0,1.89,59.0,5.93,53.0,33.0,0.0,0,0,0,0,4.25
Terry Martin,23,11,0.8717948717948718,0.9023550919453704,0.855421686746988,Orthodox,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,0,0,0,1,2.090909090909091
Martin Sano,4,3,0.922077922077922,0.9289242259968677,0.9259259259259259,Orthodox,4.0,33.0,12.0,40.0,0.0,0.0,0.0,0.0,0,0,1,0,1.3333333333333333
Chris Birchler,7,4,0.9615384615384616,1.0,0.9077178278330714,Switch,9.35,46.0,14.83,35.0,0.0,0.0,0.0,0.0,0,0,0,1,1.75
John Adajar,6,2,0.896103896103896,0.9289242259968677,0.9259259259259259,Orthodox,3.9,52.0,6.28,44.0,0.0,0.0,0.0,0.0,0,0,1,0,3.0
Richard Odoms,13,3,0.8651685393258427,0.3441463624130329,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4.333333333333333
Jacobi Jones,6,2,0.9078947368421052,0.9227034120734908,0.9,Orthodox,5.87,46.0,7.6,48.0,0.0,0.0,33.0,0.0,0,1,0,0,3.0
Dominique Steele,14,9,0.9090909090909091,0.9289242259968677,0.9135802469135802,Orthodox,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0,0,0,1,0,1.5555555555555556
Jared Vanderaa,12,10,0.8539325842696629,0.3441463624130329,0.9523809523809522,Orthodox,4.96,44.0,5.67,45.0,0.18,50.0,20.0,0.0,0,0,0,0,1.2
Herman Renting,1,3,0.8089887640449438,0.27921092564491656,0.896911663216011,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3333333333333333
Mark Hall,5,6,0.923076923076923,0.926766318959028,0.9077178278330714,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.8333333333333334
KyeungPyo Kim,11,4,0.9078947368421052,0.9227034120734908,0.8875000000000001,Orthodox,6.77,46.0,6.32,63.0,3.87,40.0,100.0,0.0,0,1,0,0,2.75
Sean O'Haire,4,2,0.8651685393258427,0.35064563231883644,0.896911663216011,Orthodox,8.28,57.0,22.76,21.0,0.0,0.0,0.0,0.0,0,0,0,0,2.0
Yusuke Imamura,2,6,0.7640449438202247,0.2857101955507201,0.896911663216011,Orthodox,0.18,50.0,1.83,52.0,2.75,50.0,0.0,0.0,0,0,0,0,0.3333333333333333
Chad W. Saunders,7,2,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,3.5
Tom Egan,7,5,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,3.91,50.0,0.0,0.0,28.0,0.0,0,0,1,0,1.4
Curtis Millender,17,5,0.961038961038961,0.9289242259968677,0.9382716049382716,Orthodox,3.86,46.0,2.95,61.0,0.43,100.0,57.0,0.0,0,0,1,0,3.4
Gil Castillo,8,5,0.896103896103896,0.9289242259968677,0.9077441077441077,Southpaw,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0,0,0,1,0,1.6
Kenneth Alexander,7,6,0.9078947368421052,0.9227034120734908,0.8944944598337952,Orthodox,0.88,19.0,2.2,66.0,4.71,26.0,0.0,0.0,0,1,0,0,1.1666666666666667
Marcelo Aguiar,2,3,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.6666666666666666
Takashi Sugiura,1,3,0.7977528089887641,0.29220946545652365,0.896911663216011,Southpaw,1.37,40.0,2.08,53.0,1.33,66.0,0.0,0.0,0,0,0,0,0.3333333333333333
Michiyoshi Ohara,0,2,0.8974358974358975,1.0,0.9077178278330714,Orthodox,0.28,29.0,3.13,48.0,0.0,0.0,33.0,0.0,0,0,0,1,0.0
Taiei Kin,6,3,0.9102564102564102,0.9023550919453704,0.9077178278330714,Orthodox,2.71,60.0,1.33,52.0,0.0,0.0,55.0,0.0,0,0,0,1,2.0
Egan Inoue,13,8,0.8846153846153846,0.926766318959028,0.9077178278330714,Southpaw,1.66,36.0,3.31,57.0,0.0,0.0,0.0,0.0,0,0,0,1,1.625
Chuck Grigsby,23,10,1.0,1.0,0.9077178278330714,Orthodox,0.71,16.0,3.29,46.0,0.0,0.0,66.0,0.0,0,0,0,1,2.3
Jon Olav Einemo,6,3,0.8764044943820225,0.32857101955507206,0.896911663216011,Orthodox,2.15,52.0,3.05,52.0,1.73,55.0,43.0,0.0,0,0,0,0,2.0
Brian Johnston,5,5,0.8426966292134831,0.29870873536232717,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0
Albert Tumenov,18,4,0.922077922077922,0.9289242259968677,0.9012345679012345,Orthodox,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,0,0,1,0,4.5
Dave Strasser,25,8,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,3.04,45.0,1.88,59.0,0.72,33.0,33.0,0.0,0,0,1,0,3.125
Jonathan Meunier,8,1,0.974025974025974,0.9289242259968677,0.9077441077441077,Switch,3.47,50.0,1.43,69.0,0.58,33.0,58.0,0.0,0,0,1,0,8.0
Bassil Hafez,8,4,0.922077922077922,0.9289242259968677,0.8888888888888888,Orthodox,2.13,25.0,5.53,39.0,3.0,15.0,50.0,0.0,0,0,1,0,2.0
Danny Abbadi,4,6,0.9342105263157895,0.9227034120734908,0.8944944598337952,Orthodox,3.29,38.0,4.41,57.0,0.0,0.0,77.0,0.0,0,1,0,0,0.6666666666666666
Leo Sylvest,10,16,0.9102564102564102,1.0,0.9077178278330714,Orthodox,0.0,0.0,6.58,27.0,0.0,0.0,0.0,0.0,0,0,0,1,0.625
James Giboo,13,5,0.922077922077922,0.9289242259968677,0.9077441077441077,Orthodox,1.2,27.0,7.08,39.0,0.0,0.0,0.0,0.0,0,0,1,0,2.6
Fares Ziam,14,4,0.9605263157894737,0.9227034120734908,0.9375,Orthodox,2.82,47.0,2.01,65.0,0.97,23.0,75.0,0.0,0,1,0,0,3.5
Gan McGee,13,5,0.9213483146067416,0.3441463624130329,0.896911663216011,Orthodox,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,0,0,0,0,2.6
Eduardo Neves,7,2,0.8314606741573034,0.3415409282217196,0.9285714285714285,Orthodox,7.69,65.0,6.15,55.0,5.77,66.0,0.0,0.0,0,0,0,0,3.5
Braxton Smith,5,2,0.7977528089887641,0.33375325679273915,0.8571428571428571,Orthodox,6.46,48.0,11.54,32.0,0.0,0.0,100.0,0.0,0,0,0,0,2.5
Ralph Dillon,0,2,0.9487179487179488,1.0,0.9077178278330714,Orthodox,0.34,14.0,0.69,60.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0
Jorge Lopez,11,5,0.9090909090909091,0.9289242259968677,0.9077441077441077,Orthodox,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,0,0,1,0,2.2
Cal Worsham,13,10,0.7977528089887641,0.29870873536232717,0.896911663216011,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.3
Nikolas Motta,13,5,0.9078947368421052,0.9227034120734908,0.8750000000000001,Orthodox,2.65,30.0,4.61,52.0,0.0,0.0,82.0,0.0,0,1,0,0,2.6
Windri Patilima,8,1,0.8684210526315789,0.9227034120734908,0.8875000000000001,Southpaw,0.31,50.0,7.64,31.0,0.0,0.0,0.0,0.0,0,1,0,0,8.0
Mike Rodriguez,11,7,0.9743589743589743,1.0,0.9879518072289157,Southpaw,4.35,53.0,4.24,41.0,0.0,0.0,37.0,0.0,0,0,0,1,1.5714285714285714
Troy Mandaloniz,3,2,0.896103896103896,0.9289242259968677,0.9077441077441077,Orthodox,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,0,0,1,0,1.5
Ian Murphy,1,1,0.9358974358974358,0.9023550919453704,0.9077178278330714,Orthodox,0.0,0.0,1.93,30.0,4.13,100.0,0.0,0.0,0,0,0,1,1.0
Corey Hill,6,9,1.0,0.9227034120734908,1.0,Orthodox,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0,0,1,0,0,0.6666666666666666
Robert Whittaker,25,7,0.923076923076923,0.9023550919453704,0.8795180722891566,Orthodox,4.47,42.0,3.39,60.0,0.85,39.0,82.0,0.0,0,0,0,1,3.5714285714285716
Achilles Estremadura,7,1,0.9210526315789475,0.9227034120734908,0.8500000000000001,Orthodox,3.2,43.0,3.27,70.0,0.0,0.0,0.0,0.0,0,1,0,0,7.0
